text,brand,sentiment,sentiment_simple,parent_brand
rt @mention ûïline moving fast! rt @mention have seen two impressive lines since i'm at #sxsw  the one at the apple store &amp; @mention party now,Apple,Positive emotion,Positive,Apple
rt @mention ûïmore than 35 million miles a day are driven while being google maps navigation assisted.&quot; --marissa mayer #sxsw  [the gps biz is so toast.],Google,No emotion toward brand or product,Neutral,Google
rt @mention ûïthe classiest fascist company in existenceû - kara swisher #sxsw #apple,Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention (cnnmoney) for #sxsw 2011, any computing device bigger than an ipad is passì©. the mobile space has all the buzz {link} #wssxsw",iPad,Positive emotion,Positive,Apple
mt @mention (swisher calls apple &quot;the classiest fascist company in america&quot; #sxflip #sxsw,Apple,Negative emotion,Negative,Apple
rt @mention [just fyi...] breaking: google to launch major new social network called circles...today? {link} via @mention #sxsw #socialmedia,Google,No emotion toward brand or product,Neutral,Google
rt @mention {link} @mention new mobile app. your store circulars via android blackberry ios even austin &amp; #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
"rt @mention {link} &lt;- 'google circles' looms, but do google's nerds 'get' social, via @mention #sxsw #socialmedia",Google,No emotion toward brand or product,Neutral,Google
rt @mention {link} #sxsw google going social again?,Google,No emotion toward brand or product,Neutral,Google
rt @mention {link} did you hear? appleûªs opening a temporary store just for #sxsw! (via @mention,Apple,Positive emotion,Positive,Apple
rt @mention {link} just wrote a post on the possible #sxsw blog on ipad design piece i went to yesterday.,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention {link} samsung galaxy s ii appears at fcc and team android #sxsw party {link} #android #followback,Google,No emotion toward brand or product,Neutral,Google
rt @mention {link} this is insane... even more of a reason to go to sxsw #sxsw #appletogo,Apple,No emotion toward brand or product,Neutral,Apple
@mention on @mention apple ipad2 popup store @mention #sxsw is like red cross emergency tent for hipsters. lol. &lt;3 #publicradio,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention  - false alarm: google circles not coming nowûòand probably not ever? - {link} #google #circles #social #sxsw,Google,Negative emotion,Negative,Google
rt @mention @mention  @mention &amp;  @mention having fun at #google [pic] #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention  of google: think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,Google,No emotion toward brand or product,Neutral,Google
"rt @mention @mention - spread the word, our #sxsw festival explorer app is live and free {link}",iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention @mention (or anyone who knows @mention found your deaddd iphone outside the blogger lounge...contact me so i can reunite you with it! :) #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention @mention &amp; @mention having fun at #google [pic] #sxsw {link},Google,Positive emotion,Positive,Google
rt @mention @mention @mention apple set to open popup shop in core of #sxsw action {link} #ipad2,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention @mention apple to open temporary store friday in the scarbrough building at 6th and congress #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple
rt @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple
rt @mention @mention @mention austin street closures during sxsw in google map form: {link} #sxsw #austin,Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention @mention check this: {link} #sxsw #google,Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention @mention google to launch social networking site called circles - soon but not officially at #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention @mention taking a google tour tomorrow... in the bay area tom night...flying 2 aus 4 #sxsw &lt;&lt;lucky you!,Google,No emotion toward brand or product,Neutral,Google
"rt @mention @mention @mention will bring great toys and demos, thanks for including us.  and look for the #sxsw booth - right next to google!",Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention @mention will have some apple v android things going on tomorrow during the @mention #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention #bt #sxsw &quot;having a really great social search is probably a very good idea for #google&quot; @mention,Google,Positive emotion,Positive,Google
rt @mention @mention 2 at #sxsw? apple is opening a pop-up store in austin for sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention 3 iphone apps we'll be using at south by southwest interactive {link} #sxsw #sxswi,iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention @mention alive and loving it! great talks from jonathan dahl #minimalistprogramming and google's marissa mayer #marissagoogle - #sxsw,Google,Positive emotion,Positive,Google
rt @mention @mention and @mention open up a 64gb 3g ipad 2 - unboxing and first look - @mention #ipad2 #ipad #apple {link} via @webdoc #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention are you around #sxsw? need a us sim for my iphone 3gs for the next 10. wanna bring one in? #please,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention at #sxsw: google will connect the digital &amp; physical worlds through mobile {link} and {link},Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention at team android party. @mention @mention just walked in. dl appolicious app &amp; enter to win free nexus s! #androidsxsw #sxsw,Apple,Positive emotion,Positive,Apple
rt @mention @mention best thing i've heard at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.(@mention @mention #sxswgood,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention congrats on your iphone app being featured at #sxsw!,iPad or iPhone App,Positive emotion,Positive,Apple
"rt @mention @mention cool! that means we can watch ustream in skyfire browser on iphone :-)
(safari doesn't work) 
have fun!  #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention @mention dont miss the q&amp;a with google's @mention &amp; bing's @mention on ranking - #sxsw sessi mon 12:30pm-part 1 was at #smx,Google,No emotion toward brand or product,Neutral,Google
"rt @mention @mention dude there's earthquakes,  tsunamis, ipad 2 and #sxsw. get with it.",Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention from google taking the mic  #health2dev  #sxsw,Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention go beyond the hour &amp; share positive actions with the world. download the #earthhour iphone app: {link} #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention @mention google is looking at social signals more and more for search results. #qagb #sxsw,Google,Positive emotion,Positive,Google
"rt @mention @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
"rt @mention @mention has their google analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention have y'all seen this? temp apple store going up downtown for #sxsw. would y'all stream from there instead? {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention @mention help us get the word out about our #sxsw party featuring @mention and our ipad2 giveaway? {link},Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention @mention i agree ûó apple stole what little part of the show there was. for me, @mention was the most exciting new biz concept #sxsw",Apple,Positive emotion,Positive,Apple
"rt @mention @mention ipad app getting panned for design trumping content, and rightfully so. #sxsw",iPad or iPhone App,Negative emotion,Negative,Apple
"rt @mention @mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",Google,No emotion toward brand or product,Neutral,Google
rt @mention @mention is now the geek charlie sheen with his goddesses @mention @mention @schmittastic #google #sxsw,Google,No emotion toward brand or product,Neutral,Google
"rt @mention @mention is talking about how mobile phones, google earth, fb is empowering people to fight back against  dictators... #sxsw",Google,No emotion toward brand or product,Neutral,Google
